,Unnamed: 0,section-id,file-id,url,heading,Codes with >= 2 votes,abstracted_heading
2848,2848,2849,252,https://github.com/cliffparnitzky/TinyMceContextMenu,# Contao Extension: TinyMceContextMenu,1,# Contao Extension: TinyMceContextMenu
2849,2849,2850,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Installation,3,## Installation
2850,2850,2851,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Tracker,6,## Tracker
2851,2851,2852,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Compatibility,3,## Compatibility
2852,2852,2853,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Dependency,3,## Dependency
2853,2853,2854,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Screenshot,3,## Screenshot
2854,2854,2855,252,https://github.com/cliffparnitzky/TinyMceContextMenu,## Additional information,6,## Additional information
2855,2855,2856,252,https://github.com/cliffparnitzky/TinyMceContextMenu,### Special notes,6,### Special notes
2856,2856,2857,252,https://github.com/cliffparnitzky/TinyMceContextMenu,### Information in the wiki,6,### Information in the wiki
2857,2857,2858,252,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Create a new ...,6,#### Create a new ...
2858,2858,2859,252,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Installation hints,6,#### Installation hints
2859,2859,2860,252,https://github.com/cliffparnitzky/TinyMceContextMenu,#### Bug report hints,6,#### Bug report hints
2860,2860,2861,253,https://github.com/Peplo/duckling,# Duckling,16,# Duckling
2861,2861,2862,253,https://github.com/Peplo/duckling,## Getting started,36,## Getting started
2862,2862,2863,254,https://github.com/niceguy-php/redis-windows,# Redis on Windows,1,# Redis on Windows
2863,2863,2864,254,https://github.com/niceguy-php/redis-windows,## Running the latest version of Redis with Vagrant,3,## Running the latest version of Redis with Vagrant
2864,2864,2865,254,https://github.com/niceguy-php/redis-windows,#### 1. [Install Vagrant on Windows](http://docs.vagrantup.com/v2/getting-started/),3,#### @abstr_number . @abstr_hyperlink
2865,2865,2866,254,https://github.com/niceguy-php/redis-windows,#### 2. Download the [vagrant-redis.zip](https://raw.github.com/ServiceStack/redis-windows/master/downloads/vagrant-redis.zip) vagrant configuration,3,#### @abstr_number . Download the @abstr_hyperlink vagrant configuration
2866,2866,2867,254,https://github.com/niceguy-php/redis-windows,"#### 3. Extract `vagrant-redis.zip` in any folder, e.g. in `c:\vagrant-redis`",3,"#### @abstr_number . Extract `vagrant-redis.zip` in any folder, e.g. in `c:\vagrant-redis`"
2867,2867,2868,254,https://github.com/niceguy-php/redis-windows,#### 4. Launch the Virtual Box VM with `vagrant up`,3,#### @abstr_number . Launch the Virtual Box VM with `vagrant up`
2868,2868,2869,254,https://github.com/niceguy-php/redis-windows,## Running Microsoft's native port of Redis,3,## Running Microsoft's native port of Redis
2869,2869,2870,254,https://github.com/niceguy-php/redis-windows,#### MS Open Announcements,6,#### MS Open Announcements
2870,2870,2871,254,https://github.com/niceguy-php/redis-windows,"### Current Version: 2.8.21 r01 (July 29, 2015)",4,"### Current Version: @abstr_number . @abstr_number . @abstr_number r @abstr_number (July @abstr_number , @abstr_number )"
2871,2871,2872,254,https://github.com/niceguy-php/redis-windows,#### 1. Download the [redis64-latest.zip](https://github.com/ServiceStack/redis-windows/raw/master/downloads/redis-latest.zip) native 64bit Windows port of redis,3,#### @abstr_number . Download the @abstr_hyperlink native @abstr_number bit Windows port of redis
2872,2872,2873,254,https://github.com/niceguy-php/redis-windows,"#### 2. Extract `redis64-latest.zip` in any folder, e.g. in `c:\redis`",3,"#### @abstr_number . Extract `redis @abstr_number -latest.zip` in any folder, e.g. in `c:\redis`"
2873,2873,2874,254,https://github.com/niceguy-php/redis-windows,#### 3. Run the `redis-server.exe` using the local configuration,3,#### @abstr_number . Run the `redis-server.exe` using the local configuration
2874,2874,2875,254,https://github.com/niceguy-php/redis-windows,#### 4. Run `redis-cli.exe` to connect to your redis instance,3,#### @abstr_number . Run `redis-cli.exe` to connect to your redis instance
2875,2875,2876,254,https://github.com/niceguy-php/redis-windows,#### 5. Start playing with redis :),3,#### @abstr_number . Start playing with redis :)
2876,2876,2877,254,https://github.com/niceguy-php/redis-windows,##,-,# #
2877,2877,2878,254,https://github.com/niceguy-php/redis-windows,#### Running Redis as a Service,3,#### Running Redis as a Service
2878,2878,2879,254,https://github.com/niceguy-php/redis-windows,#### Installing the Service,3,#### Installing the Service
2879,2879,2880,254,https://github.com/niceguy-php/redis-windows,#### Uninstalling the Service,3,#### Uninstalling the Service
2880,2880,2881,254,https://github.com/niceguy-php/redis-windows,#### Starting the Service,3,#### Starting the Service
2881,2881,2882,254,https://github.com/niceguy-php/redis-windows,#### Stopping the Service,3,#### Stopping the Service
2882,2882,2883,254,https://github.com/niceguy-php/redis-windows,#### Naming the Service,3,#### Naming the Service
2883,2883,2884,254,https://github.com/niceguy-php/redis-windows,## [Configure Redis Sentinel Servers](https://github.com/ServiceStack/redis-config),36,##  @abstr_hyperlink
2884,2884,2885,254,https://github.com/niceguy-php/redis-windows,## [Redis React Browser](https://servicestack.net/redis-react),3,##  @abstr_hyperlink
2885,2885,2886,254,https://github.com/niceguy-php/redis-windows,#### [Live Demo](http://redisreact.servicestack.net/#/),3,####  @abstr_hyperlink
2886,2886,2887,254,https://github.com/niceguy-php/redis-windows,"#### Windows, OSX and Linux downloads available from [Redis React Home Page](https://github.com/ServiceStackApps/RedisReact#download)",6,"#### Windows, OSX and Linux downloads available from @abstr_hyperlink"
2887,2887,2888,255,https://github.com/larssonandreas/gemstash,## What is Gemstash?,12,## What is Gemstash?
2888,2888,2889,255,https://github.com/larssonandreas/gemstash,## Quickstart Guide,3,## Quickstart Guide
2889,2889,2890,255,https://github.com/larssonandreas/gemstash,### Setup,3,### Setup
2890,2890,2891,255,https://github.com/larssonandreas/gemstash,### Bundling,3,### Bundling
2891,2891,2892,255,https://github.com/larssonandreas/gemstash,# ./Gemfile,-,# ./Gemfile
2892,2892,2893,255,https://github.com/larssonandreas/gemstash,### Stopping the Server,3,### Stopping the Server
2893,2893,2894,255,https://github.com/larssonandreas/gemstash,### Under the Hood,3,### Under the Hood
2894,2894,2895,255,https://github.com/larssonandreas/gemstash,## Deep Dive,6,## Deep Dive
2895,2895,2896,255,https://github.com/larssonandreas/gemstash,## Reference,6,## Reference
2896,2896,2897,255,https://github.com/larssonandreas/gemstash,## Development,3,## Development
2897,2897,2898,255,https://github.com/larssonandreas/gemstash,## Contributing,7,## Contributing
2898,2898,2899,255,https://github.com/larssonandreas/gemstash,## License,5,## License
2899,2899,2900,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,# Lizitt Outfitter (Unity3D),1,# Lizitt Outfitter (Unity @abstr_number D)
2900,2900,2901,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Notice,4,## Notice
2901,2901,2902,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Overview,14,## Overview
2902,2902,2903,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Installation,3,## Installation
2903,2903,2904,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Documentation,6,## Documentation
2904,2904,2905,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,### Videos,6,### Videos
2905,2905,2906,256,https://github.com/asmboom/Lizitt-Unity3D-Outfitter,## Miscellaneous,6,## Miscellaneous
2906,2906,2907,257,https://github.com/igorT/khan-exercises,# Khan Academy Exercises,5,# Khan Academy Exercises
2907,2907,2908,257,https://github.com/igorT/khan-exercises,## Exercise Framework,1,## Exercise Framework
2908,2908,2909,257,https://github.com/igorT/khan-exercises,## Writing Exercises,36,## Writing Exercises
2909,2909,2910,258,https://github.com/omedbb/volume-leather-fill,# 2048,1,# @abstr_number
2910,2910,2911,258,https://github.com/omedbb/volume-leather-fill,## AI,135,## AI
2911,2911,2912,258,https://github.com/omedbb/volume-leather-fill,### Issues and pending improvements,3,### Issues and pending improvements
2912,2912,2913,258,https://github.com/omedbb/volume-leather-fill,## The Game,1,## The Game
2913,2913,2914,258,https://github.com/omedbb/volume-leather-fill,## The Technology,13,## The Technology
2914,2914,2915,258,https://github.com/omedbb/volume-leather-fill,## The Code,3,## The Code
2915,2915,2916,258,https://github.com/omedbb/volume-leather-fill,### Contributing,7,### Contributing
2916,2916,2917,258,https://github.com/omedbb/volume-leather-fill,#### Contributors,5,#### Contributors
2917,2917,2918,258,https://github.com/omedbb/volume-leather-fill,## Licence and Other,5,## Licence and Other
2918,2918,2919,259,https://github.com/bikong2/rrc_detection,# Accurate Single Stage Detector Using Recurrent Rolling Convolution,15,# Accurate Single Stage Detector Using Recurrent Rolling Convolution
2919,2919,2920,259,https://github.com/bikong2/rrc_detection,### Introduction,126,### Introduction
2920,2920,2921,259,https://github.com/bikong2/rrc_detection,### Citing RRC,5,### Citing RRC
2921,2921,2922,259,https://github.com/bikong2/rrc_detection,### Contents,6,### Contents
2922,2922,2923,259,https://github.com/bikong2/rrc_detection,### Installation,3,### Installation
2923,2923,2924,259,https://github.com/bikong2/rrc_detection,### Preparation,3,### Preparation
2924,2924,2925,259,https://github.com/bikong2/rrc_detection,### Train/Eval,3,### Train/Eval
2925,2925,2926,259,https://github.com/bikong2/rrc_detection,### Acknowledge,5,### Acknowledge
2926,2926,2927,260,https://github.com/bkachamakov/FreeCodeCamp,# Welcome to Free Code Camp's open source codebase!,16,# Welcome to Free Code Camp's open source codebase!
2927,2927,2928,260,https://github.com/bkachamakov/FreeCodeCamp,## Wiki,6,## Wiki
2928,2928,2929,260,https://github.com/bkachamakov/FreeCodeCamp,## Contributing,7,## Contributing
2929,2929,2930,260,https://github.com/bkachamakov/FreeCodeCamp,## Prerequisites,3,## Prerequisites
2930,2930,2931,260,https://github.com/bkachamakov/FreeCodeCamp,## Getting Started,3,## Getting Started
2931,2931,2932,260,https://github.com/bkachamakov/FreeCodeCamp,# Get the latest snapshot,-,# Get the latest snapshot
2932,2932,2933,260,https://github.com/bkachamakov/FreeCodeCamp,# Install NPM dependencies,-,# Install NPM dependencies
2933,2933,2934,260,https://github.com/bkachamakov/FreeCodeCamp,# Install Bower dependencies,-,# Install Bower dependencies
2934,2934,2935,260,https://github.com/bkachamakov/FreeCodeCamp,# Create a .env file and populate it with the necessary API keys and secrets:,-,# Create a .env file and populate it with the necessary API keys and secrets:
2935,2935,2936,260,https://github.com/bkachamakov/FreeCodeCamp,# Install Gulp globally,-,# Install Gulp globally
2936,2936,2937,260,https://github.com/bkachamakov/FreeCodeCamp,# Start the mongo server,-,# Start the mongo server
2937,2937,2938,260,https://github.com/bkachamakov/FreeCodeCamp,# Create your mongo database.,-,# Create your mongo database.
2938,2938,2939,260,https://github.com/bkachamakov/FreeCodeCamp,"# Type mongo"" in your terminal to access the mongo shell """,-,"# Type mongo"" in your terminal to access the mongo shell """
2939,2939,2940,260,https://github.com/bkachamakov/FreeCodeCamp,# Exit the mongo shell with control + d,-,# Exit the mongo shell with control + d
2940,2940,2941,260,https://github.com/bkachamakov/FreeCodeCamp,# Seed your database with the challenges,-,# Seed your database with the challenges
2941,2941,2942,260,https://github.com/bkachamakov/FreeCodeCamp,# start the application,-,# start the application
2942,2942,2943,260,https://github.com/bkachamakov/FreeCodeCamp,## License,5,## License
2943,2943,2944,261,https://github.com/tangqiaoboy/iOSSF,# SegmentFault,-,# SegmentFault
2944,2944,2945,261,https://github.com/tangqiaoboy/iOSSF,# 特点,-,# 特点
2945,2945,2946,261,https://github.com/tangqiaoboy/iOSSF,# 开发,-,# 开发
2946,2946,2947,261,https://github.com/tangqiaoboy/iOSSF,####[iOSSF](https://github.com/gaosboy/iOSSF)/SegmentFault/Support/,-,####  @abstr_hyperlink /SegmentFault/Support/
2947,2947,2948,261,https://github.com/tangqiaoboy/iOSSF,#####|__ [AFNetworking](https://github.com/AFNetworking/AFNetworking),-,##### |__ @abstr_hyperlink
2948,2948,2949,261,https://github.com/tangqiaoboy/iOSSF,#####|__ [JSONKit](https://github.com/johnezang/JSONKit),-,##### |__ @abstr_hyperlink
2949,2949,2950,261,https://github.com/tangqiaoboy/iOSSF,#####|__ [Kache](https://github.com/gaosboy/kache) （自主开发的缓存控件）,-,##### |__ @abstr_hyperlink （自主开发的缓存控件）
2950,2950,2951,261,https://github.com/tangqiaoboy/iOSSF,#####|__ [SlimeRefresh](https://github.com/dbsGen/SlimeRefresh),-,##### |__ @abstr_hyperlink
2951,2951,2952,261,https://github.com/tangqiaoboy/iOSSF,#####|__ [URLManager](https://github.com/gaosboy/urlmanager) （自主开发的NavigationViewController，用URL Scheme管理ViewControllers）,-,##### |__ @abstr_hyperlink （自主开发的NavigationViewController，用URL Scheme管理ViewControllers）
2952,2952,2953,261,https://github.com/tangqiaoboy/iOSSF,### # git clone https://github.com/gaosboy/iOSSF.git,-,### # git clone https://github.com/gaosboy/iOSSF.git
2953,2953,2954,261,https://github.com/tangqiaoboy/iOSSF,### # cd iOSSF,-,### # cd iOSSF
2954,2954,2955,261,https://github.com/tangqiaoboy/iOSSF,### # git submodule init,-,### # git submodule init
2955,2955,2956,261,https://github.com/tangqiaoboy/iOSSF,### # git submodule update,-,### # git submodule update
2956,2956,2957,262,https://github.com/abhilashkkumar/testapp_rails,# Test Rails App,16,# Test Rails App
2957,2957,2958,262,https://github.com/abhilashkkumar/testapp_rails,## App Details,3,## App Details
2958,2958,2959,262,https://github.com/abhilashkkumar/testapp_rails,## Test Droplet Details,3,## Test Droplet Details
2959,2959,2960,262,https://github.com/abhilashkkumar/testapp_rails,## Testing on Your own Droplet,3,## Testing on Your own Droplet
2960,2960,2961,263,https://github.com/ryam244/cdnjs-1,# cdnJS Script Repository,15,# cdnJS Script Repository
2961,2961,2962,263,https://github.com/ryam244/cdnjs-1,"## Extensions, Plugins, Resources",6,"## Extensions, Plugins, Resources"
2962,2962,2963,263,https://github.com/ryam244/cdnjs-1,## Conventions,3,## Conventions
2963,2963,2964,263,https://github.com/ryam244/cdnjs-1,## Pull requests steps,7,## Pull requests steps
2964,2964,2965,263,https://github.com/ryam244/cdnjs-1,## Running the validator,3,## Running the validator
2965,2965,2966,264,https://github.com/melodysu83/AutoCircle_generater,# AutoCircle_generater,1,# AutoCircle_generater
2966,2966,2967,264,https://github.com/melodysu83/AutoCircle_generater,## ROS topics :,1,## ROS topics :
2967,2967,2968,264,https://github.com/melodysu83/AutoCircle_generater,## ROS nodes :,1,## ROS nodes :
2968,2968,2969,264,https://github.com/melodysu83/AutoCircle_generater,## Files :,6,## Files :
2969,2969,2970,264,https://github.com/melodysu83/AutoCircle_generater,## How To Use This Code:,3,## How To Use This Code:
2970,2970,2971,264,https://github.com/melodysu83/AutoCircle_generater,## Trouble Shooting :,3,## Trouble Shooting :
2971,2971,2972,264,https://github.com/melodysu83/AutoCircle_generater,## Selection Menu :,3,## Selection Menu :
2972,2972,2973,264,https://github.com/melodysu83/AutoCircle_generater,## Spec :,3,## Spec :
2973,2973,2974,264,https://github.com/melodysu83/AutoCircle_generater,## Relative links:,6,## Relative links:
2974,2974,2975,265,https://github.com/caomm/angularjs-springmvc-sample,# angularjs-springmvc-sample,1,# angularjs-springmvc-sample
2975,2975,2976,265,https://github.com/caomm/angularjs-springmvc-sample,##Contribution,7,## Contribution
2976,2976,2977,265,https://github.com/caomm/angularjs-springmvc-sample,##Requirements,3,## Requirements
2977,2977,2978,265,https://github.com/caomm/angularjs-springmvc-sample,## Run this project,3,## Run this project
2978,2978,2979,265,https://github.com/caomm/angularjs-springmvc-sample,## Spring Boot,6,## Spring Boot
2979,2979,2980,266,https://github.com/manuelbrand/WeatherPage,# angular-seed — the seed for AngularJS apps,12,# angular-seed — the seed for AngularJS apps
2980,2980,2981,266,https://github.com/manuelbrand/WeatherPage,## Getting Started,3,## Getting Started
2981,2981,2982,266,https://github.com/manuelbrand/WeatherPage,### Prerequisites,3,### Prerequisites
2982,2982,2983,266,https://github.com/manuelbrand/WeatherPage,### Clone angular-seed,3,### Clone angular-seed
2983,2983,2984,266,https://github.com/manuelbrand/WeatherPage,### Install Dependencies,3,### Install Dependencies
2984,2984,2985,266,https://github.com/manuelbrand/WeatherPage,### Run the Application,3,### Run the Application
2985,2985,2986,266,https://github.com/manuelbrand/WeatherPage,## Directory Layout,3,## Directory Layout
2986,2986,2987,266,https://github.com/manuelbrand/WeatherPage,## Testing,3,## Testing
2987,2987,2988,266,https://github.com/manuelbrand/WeatherPage,### Running Unit Tests,3,### Running Unit Tests
2988,2988,2989,266,https://github.com/manuelbrand/WeatherPage,### End to end testing,3,### End to end testing
2989,2989,2990,266,https://github.com/manuelbrand/WeatherPage,## Updating Angular,3,## Updating Angular
2990,2990,2991,266,https://github.com/manuelbrand/WeatherPage,## Loading Angular Asynchronously,3,## Loading Angular Asynchronously
2991,2991,2992,266,https://github.com/manuelbrand/WeatherPage,## Serving the Application Files,3,## Serving the Application Files
2992,2992,2993,266,https://github.com/manuelbrand/WeatherPage,### Running the App during Development,3,### Running the App during Development
2993,2993,2994,266,https://github.com/manuelbrand/WeatherPage,### Running the App in Production,3,### Running the App in Production
2994,2994,2995,266,https://github.com/manuelbrand/WeatherPage,## Continuous Integration,3,## Continuous Integration
2995,2995,2996,266,https://github.com/manuelbrand/WeatherPage,### Travis CI,3,### Travis CI
2996,2996,2997,266,https://github.com/manuelbrand/WeatherPage,### CloudBees,3,### CloudBees
2997,2997,2998,266,https://github.com/manuelbrand/WeatherPage,## Contact,5,## Contact
2998,2998,2999,267,https://github.com/takeshineshiro/GreenPHP,# GreenPHP Framework,-,# GreenPHP Framework
2999,2999,3000,267,https://github.com/takeshineshiro/GreenPHP,###框架特色：,-,### 框架特色：
3000,3000,3001,267,https://github.com/takeshineshiro/GreenPHP,##,-,# #
3001,3001,3002,267,https://github.com/takeshineshiro/GreenPHP,###目录说明：,-,### 目录说明：
3002,3002,3003,267,https://github.com/takeshineshiro/GreenPHP,###如何访问：,-,### 如何访问：
3003,3003,3004,267,https://github.com/takeshineshiro/GreenPHP,###使用配置：,-,### 使用配置：
3004,3004,3005,267,https://github.com/takeshineshiro/GreenPHP,###使用DB：,-,### 使用DB：
3005,3005,3006,267,https://github.com/takeshineshiro/GreenPHP,###使用模板,-,### 使用模板
3006,3006,3007,268,https://github.com/zhly0/LightGBM,"# LightGBM, Light Gradient Boosting Machine",126,"# LightGBM, Light Gradient Boosting Machine"
3007,3007,3008,268,https://github.com/zhly0/LightGBM,## News,4,## News
3008,3008,3009,268,https://github.com/zhly0/LightGBM,## Get Started And Documents,36,## Get Started And Documents
3009,3009,3010,268,https://github.com/zhly0/LightGBM,## How to Contribute,7,## How to Contribute
3010,3010,3011,268,https://github.com/zhly0/LightGBM,## Microsoft Open Source Code of Conduct,5,## Microsoft Open Source Code of Conduct
3011,3011,3012,269,https://github.com/RubenPHP/cookieconsent,## What is Cookie Consent?,12,## What is Cookie Consent?
3012,3012,3013,269,https://github.com/RubenPHP/cookieconsent,## Version 3.0,4,## Version @abstr_number . @abstr_number
3013,3013,3014,269,https://github.com/RubenPHP/cookieconsent,## Installation,3,## Installation
3014,3014,3015,269,https://github.com/RubenPHP/cookieconsent,## Documentation,6,## Documentation
3015,3015,3016,269,https://github.com/RubenPHP/cookieconsent,## Contributing,7,## Contributing
3016,3016,3017,269,https://github.com/RubenPHP/cookieconsent,## License,5,## License
3017,3017,3018,269,https://github.com/RubenPHP/cookieconsent,## Credits,5,## Credits
3018,3018,3019,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## JavaScript Intro to Functions Lab,1,## JavaScript Intro to Functions Lab
3019,3019,3020,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Objectives,12,## Objectives
3020,3020,3021,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Introduction,1,## Introduction
3021,3021,3022,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,### Code-along,3,### Code-along
3022,3022,3023,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,### Running the Tests,3,### Running the Tests
3023,3023,3024,270,https://github.com/peteryunkim/javascript-intro-to-functions-lab-web-031317,## Your turn,3,## Your turn
3024,3024,3025,271,https://github.com/lindes/vrptools,# vrptools - tools for Vision Research's Phantom cameras and their data,1,# vrptools - tools for Vision Research's Phantom cameras and their data
3025,3025,3026,271,https://github.com/lindes/vrptools,## What is this?,12,## What is this?
3026,3026,3027,271,https://github.com/lindes/vrptools,## Status,4,## Status
3027,3027,3028,271,https://github.com/lindes/vrptools,## Technical Docs:,6,## Technical Docs:
3028,3028,3029,271,https://github.com/lindes/vrptools,## Contributing:,7,## Contributing:
3029,3029,3030,271,https://github.com/lindes/vrptools,## License information:,5,## License information:
3030,3030,3031,271,https://github.com/lindes/vrptools,## Example commands:,3,## Example commands:
3031,3031,3032,271,https://github.com/lindes/vrptools,## TODO,4,## TODO
3032,3032,3033,271,https://github.com/lindes/vrptools,## Imagined Possibilities,4,## Imagined Possibilities
3033,3033,3034,271,https://github.com/lindes/vrptools,## See Also,6,## See Also
3034,3034,3035,272,https://github.com/adrian907/neuraltalk2,# NeuralTalk2,12,# NeuralTalk @abstr_number
3035,3035,3036,272,https://github.com/adrian907/neuraltalk2,### Requirements,3,### Requirements
3036,3036,3037,272,https://github.com/adrian907/neuraltalk2,#### For evaluation only,3,#### For evaluation only
3037,3037,3038,272,https://github.com/adrian907/neuraltalk2,#### For training,3,#### For training
3038,3038,3039,272,https://github.com/adrian907/neuraltalk2,### I just want to caption images,3,### I just want to caption images
3039,3039,3040,272,https://github.com/adrian907/neuraltalk2,### I'd like to train my own network on MS COCO,3,### I'd like to train my own network on MS COCO
3040,3040,3041,272,https://github.com/adrian907/neuraltalk2,### I'd like to train on my own data,3,### I'd like to train on my own data
3041,3041,3042,272,https://github.com/adrian907/neuraltalk2,### I'd like to distribute my GPU trained checkpoints for CPU,3,### I'd like to distribute my GPU trained checkpoints for CPU
3042,3042,3043,272,https://github.com/adrian907/neuraltalk2,### License,5,### License
3043,3043,3044,272,https://github.com/adrian907/neuraltalk2,### Acknowledgements,5,### Acknowledgements
3044,3044,3045,273,https://github.com/MHarrison72/ircdd,## Documentation:,6,## Documentation:
3045,3045,3046,273,https://github.com/MHarrison72/ircdd,## Contributing:,7,## Contributing:
3046,3046,3047,273,https://github.com/MHarrison72/ircdd,## Authors:,5,## Authors:
3047,3047,3048,274,https://github.com/harvard-crimson/django-select2,# Django-Select2 [![Build Status](https://travis-ci.org/applegrew/django-select2.svg?branch=master)](https://travis-ci.org/applegrew/django-select2),1,# Django-Select @abstr_number @abstr_hyperlink
3048,3048,3049,274,https://github.com/harvard-crimson/django-select2,# Installation,3,# Installation
3049,3049,3050,274,https://github.com/harvard-crimson/django-select2,# Documentation,6,# Documentation
3050,3050,3051,274,https://github.com/harvard-crimson/django-select2,# More details,6,# More details
3051,3051,3052,274,https://github.com/harvard-crimson/django-select2,# External Dependencies,3,# External Dependencies
3052,3052,3053,274,https://github.com/harvard-crimson/django-select2,# Example Application,3,# Example Application
3053,3053,3054,274,https://github.com/harvard-crimson/django-select2,# Special Thanks,5,# Special Thanks
3054,3054,3055,274,https://github.com/harvard-crimson/django-select2,# Official Contributors,5,# Official Contributors
3055,3055,3056,274,https://github.com/harvard-crimson/django-select2,# Changelog Summary,4,# Changelog Summary
3056,3056,3057,274,https://github.com/harvard-crimson/django-select2,### v4.3.0,4,### v @abstr_number . @abstr_number . @abstr_number
3057,3057,3058,274,https://github.com/harvard-crimson/django-select2,### v4.2.2,4,### v @abstr_number . @abstr_number . @abstr_number
3058,3058,3059,274,https://github.com/harvard-crimson/django-select2,### v4.2.1,4,### v @abstr_number . @abstr_number . @abstr_number
3059,3059,3060,274,https://github.com/harvard-crimson/django-select2,### v4.2.0,4,### v @abstr_number . @abstr_number . @abstr_number
3060,3060,3061,274,https://github.com/harvard-crimson/django-select2,### v4.1.0,4,### v @abstr_number . @abstr_number . @abstr_number
3061,3061,3062,274,https://github.com/harvard-crimson/django-select2,### v4.0.0,4,### v @abstr_number . @abstr_number . @abstr_number
3062,3062,3063,274,https://github.com/harvard-crimson/django-select2,### v3.3.1,4,### v @abstr_number . @abstr_number . @abstr_number
3063,3063,3064,274,https://github.com/harvard-crimson/django-select2,### v3.3.0,4,### v @abstr_number . @abstr_number . @abstr_number
3064,3064,3065,274,https://github.com/harvard-crimson/django-select2,### v3.2.0,4,### v @abstr_number . @abstr_number . @abstr_number
3065,3065,3066,274,https://github.com/harvard-crimson/django-select2,### v3.1.5,4,### v @abstr_number . @abstr_number . @abstr_number
3066,3066,3067,274,https://github.com/harvard-crimson/django-select2,### v3.1.4,4,### v @abstr_number . @abstr_number . @abstr_number
3067,3067,3068,274,https://github.com/harvard-crimson/django-select2,### v3.1.3,4,### v @abstr_number . @abstr_number . @abstr_number
3068,3068,3069,274,https://github.com/harvard-crimson/django-select2,### v3.1.2,4,### v @abstr_number . @abstr_number . @abstr_number
3069,3069,3070,274,https://github.com/harvard-crimson/django-select2,### v3.1.1,4,### v @abstr_number . @abstr_number . @abstr_number
3070,3070,3071,274,https://github.com/harvard-crimson/django-select2,### v3.0.2,4,### v @abstr_number . @abstr_number . @abstr_number
3071,3071,3072,274,https://github.com/harvard-crimson/django-select2,### v3.0.1,4,### v @abstr_number . @abstr_number . @abstr_number
3072,3072,3073,274,https://github.com/harvard-crimson/django-select2,### v3.0,4,### v @abstr_number . @abstr_number
3073,3073,3074,274,https://github.com/harvard-crimson/django-select2,### v2.0.1,4,### v @abstr_number . @abstr_number . @abstr_number
3074,3074,3075,274,https://github.com/harvard-crimson/django-select2,### v2.0,4,### v @abstr_number . @abstr_number
3075,3075,3076,274,https://github.com/harvard-crimson/django-select2,# License,5,# License
3076,3076,3077,275,https://github.com/m4rm0k/matter-js,# Matter.js,1,# Matter.js
3077,3077,3078,275,https://github.com/m4rm0k/matter-js,### Demos,3,### Demos
3078,3078,3079,275,https://github.com/m4rm0k/matter-js,### Features,1,### Features
3079,3079,3080,275,https://github.com/m4rm0k/matter-js,### Install,3,### Install
3080,3080,3081,275,https://github.com/m4rm0k/matter-js,### Usage,36,### Usage
3081,3081,3082,275,https://github.com/m4rm0k/matter-js,### Documentation,6,### Documentation
3082,3082,3083,275,https://github.com/m4rm0k/matter-js,### Status,4,### Status
3083,3083,3084,275,https://github.com/m4rm0k/matter-js,### Building and Contributing,37,### Building and Contributing
3084,3084,3085,275,https://github.com/m4rm0k/matter-js,### Changelog,4,### Changelog
3085,3085,3086,275,https://github.com/m4rm0k/matter-js,### Implementation,1,### Implementation
3086,3086,3087,275,https://github.com/m4rm0k/matter-js,### References,6,### References
3087,3087,3088,275,https://github.com/m4rm0k/matter-js,### License,5,### License
3088,3088,3089,276,https://github.com/uliano/GaCD-Assignment,# GaCD-Assignment,1,# GaCD-Assignment
3089,3089,3090,276,https://github.com/uliano/GaCD-Assignment,#`run_analysis.R`,13,# `run_analysis.R`
3090,3090,3091,276,https://github.com/uliano/GaCD-Assignment,# `codebook.md`,1,# `codebook.md`
3091,3091,3092,277,https://github.com/SCDesigns/web-auth-readme-v-000,# Using OAuth With APIs,1,# Using OAuth With APIs
3092,3092,3093,277,https://github.com/SCDesigns/web-auth-readme-v-000,## Objectives,12,## Objectives
3093,3093,3094,277,https://github.com/SCDesigns/web-auth-readme-v-000,## Lesson,1,## Lesson
3094,3094,3095,277,https://github.com/SCDesigns/web-auth-readme-v-000,### API User Authentication,3,### API User Authentication
3095,3095,3096,277,https://github.com/SCDesigns/web-auth-readme-v-000,### Enter OAuth,3,### Enter OAuth
3096,3096,3097,277,https://github.com/SCDesigns/web-auth-readme-v-000,### OAuth Authentication Flow,3,### OAuth Authentication Flow
